PrimSL;Nodes;500;Edges;40;CputTime;0,046875;Stopwatch;0,0509617
Kruskals;Nodes;500;Edges;40;CputTime;0,046875;Stopwatch;0,0546486
PrimPrio;Nodes;500;Edges;40;CputTime;0;Stopwatch;0,0256342
PrimHeap;Nodes;500;Edges;40;CputTime;0,03125;Stopwatch;0,0299165
PrimSD;Nodes;500;Edges;40;CputTime;0,046875;Stopwatch;0,0530175
PrimSL;Nodes;500;Edges;40;CputTime;0,046875;Stopwatch;0,0568555
Kruskals;Nodes;500;Edges;40;CputTime;0,046875;Stopwatch;0,0569829
PrimPrio;Nodes;500;Edges;40;CputTime;0,03125;Stopwatch;0,0245825
PrimHeap;Nodes;500;Edges;40;CputTime;0,015625;Stopwatch;0,0182867
PrimSD;Nodes;500;Edges;40;CputTime;0,0625;Stopwatch;0,0649133
PrimSL;Nodes;500;Edges;40;CputTime;0,046875;Stopwatch;0,0407767
Kruskals;Nodes;500;Edges;40;CputTime;0,03125;Stopwatch;0,0482869
PrimPrio;Nodes;500;Edges;40;CputTime;0,015625;Stopwatch;0,0199168
PrimHeap;Nodes;500;Edges;40;CputTime;0,046875;Stopwatch;0,0491456
PrimSD;Nodes;500;Edges;40;CputTime;0,03125;Stopwatch;0,0395247
PrimSL;Nodes;500;Edges;40;CputTime;0,046875;Stopwatch;0,0519565
Kruskals;Nodes;500;Edges;40;CputTime;0,046875;Stopwatch;0,0482562
PrimPrio;Nodes;500;Edges;40;CputTime;0,015625;Stopwatch;0,0170815
PrimHeap;Nodes;500;Edges;40;CputTime;0,015625;Stopwatch;0,0213243
PrimSD;Nodes;500;Edges;40;CputTime;0,078125;Stopwatch;0,0720036
PrimSL;Nodes;500;Edges;40;CputTime;0,046875;Stopwatch;0,0446719
Kruskals;Nodes;500;Edges;40;CputTime;0,0625;Stopwatch;0,057364
PrimPrio;Nodes;500;Edges;40;CputTime;0,03125;Stopwatch;0,0313366
PrimHeap;Nodes;500;Edges;40;CputTime;0,046875;Stopwatch;0,0492657
PrimSD;Nodes;500;Edges;40;CputTime;0,0625;Stopwatch;0,0764868
PrimSL;Nodes;500;Edges;40;CputTime;0,0625;Stopwatch;0,0781174
Kruskals;Nodes;500;Edges;40;CputTime;0,09375;Stopwatch;0,0773611
PrimPrio;Nodes;500;Edges;40;CputTime;0,03125;Stopwatch;0,0271603
PrimHeap;Nodes;500;Edges;40;CputTime;0,03125;Stopwatch;0,0491211
PrimSD;Nodes;500;Edges;40;CputTime;0,0625;Stopwatch;0,069196
PrimSL;Nodes;500;Edges;40;CputTime;0,046875;Stopwatch;0,0405563
Kruskals;Nodes;500;Edges;75;CputTime;0,125;Stopwatch;0,1305662
PrimPrio;Nodes;500;Edges;75;CputTime;0,0625;Stopwatch;0,0594079
PrimHeap;Nodes;500;Edges;75;CputTime;0,0625;Stopwatch;0,068999
PrimSD;Nodes;500;Edges;75;CputTime;0,09375;Stopwatch;0,0890637
PrimSL;Nodes;500;Edges;75;CputTime;0,078125;Stopwatch;0,0779898
Kruskals;Nodes;500;Edges;75;CputTime;0,140625;Stopwatch;0,1185594
PrimPrio;Nodes;500;Edges;75;CputTime;0,0625;Stopwatch;0,0661041
PrimHeap;Nodes;500;Edges;75;CputTime;0,046875;Stopwatch;0,0478569
PrimSD;Nodes;500;Edges;75;CputTime;0,078125;Stopwatch;0,0738825
PrimSL;Nodes;500;Edges;75;CputTime;0,0625;Stopwatch;0,0683072
Kruskals;Nodes;500;Edges;75;CputTime;0,109375;Stopwatch;0,1106273
PrimPrio;Nodes;500;Edges;75;CputTime;0,046875;Stopwatch;0,0530734
PrimHeap;Nodes;500;Edges;75;CputTime;0,046875;Stopwatch;0,0462778
PrimSD;Nodes;500;Edges;75;CputTime;0,078125;Stopwatch;0,0757844
PrimSL;Nodes;500;Edges;75;CputTime;0,0625;Stopwatch;0,0639214
Kruskals;Nodes;500;Edges;75;CputTime;0,125;Stopwatch;0,1334739
PrimPrio;Nodes;500;Edges;75;CputTime;0,046875;Stopwatch;0,0609213
PrimHeap;Nodes;500;Edges;75;CputTime;0,046875;Stopwatch;0,0561707
PrimSD;Nodes;500;Edges;75;CputTime;0,078125;Stopwatch;0,0864417
PrimSL;Nodes;500;Edges;75;CputTime;0,0625;Stopwatch;0,0647074
Kruskals;Nodes;500;Edges;75;CputTime;0,09375;Stopwatch;0,1150744
PrimPrio;Nodes;500;Edges;75;CputTime;0,046875;Stopwatch;0,0491588
PrimHeap;Nodes;500;Edges;75;CputTime;0,0625;Stopwatch;0,0578491
PrimSD;Nodes;500;Edges;75;CputTime;0,078125;Stopwatch;0,0805667
PrimSL;Nodes;500;Edges;75;CputTime;0,0625;Stopwatch;0,068116
